date,currency,impact,description,actual,forecast,previous,revisedFrom,eventId,
2016-12-16 08:00:00,GBP,L,CBI Industrial Order Expectations,0,-5,-3,,60309,
2016-12-16 09:00:00,GBP,L,BOE Quarterly Bulletin,,,,,59731,
2016-12-16 10:30:00,CAD,M,Foreign Securities Purchases,15.75B,12.35B,11.79B,11.77B,63258,
2016-12-16 10:30:00,USD,H,Building Permits,1.20M,1.24M,1.26M,1.23M,62174,
2016-12-16 10:30:00,USD,M,Housing Starts,1.09M,1.23M,1.34M,1.32M,62171,
2016-12-18 18:00:00,NZD,L,Westpac Consumer Sentiment,113.1,,108,,61523,
2016-12-18 18:45:00,NZD,L,Building Consents m/m,2.60%,,-0.20%,0.20%,61434,
2016-12-18 20:50:00,JPY,L,Trade Balance,0.54T,0.59T,0.47T,,63711,
2016-12-18 20:58:00,NZD,M,ANZ Business Confidence,21.7,,20.5,,61285,
2016-12-18 21:30:00,AUD,H,Mid-Year Economic and Fiscal Outlook,,,,,60609,
2016-12-19 06:00:00,EUR,H,German ifo Business Climate,111,110.7,110.4,,60834,
2016-12-19 08:00:00,EUR,L,German Buba Monthly Report,,,,,61273,
2016-12-19 11:45:00,USD,L,Flash Services PMI,53.4,55.2,54.6,54.7,60283,
2016-12-19 12:33:00,AUD,L,CB Leading Index m/m,-0.40%,,0.50%,,61005,
2016-12-19 13:00:00,EUR,M,German Buba President Weidmann Speaks,,,,,69623,
2016-12-19 15:30:00,USD,H,Fed Chair Yellen Speaks,,,,,69620,
2016-12-19 18:45:00,NZD,L,FPI m/m,-0.10%,,-0.80%,,61470,
2016-12-19 21:30:00,AUD,H,Monetary Policy Meeting Minutes,,,,,60946,
2016-12-19 23:51:00,JPY,H,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,,65257,
2016-12-19 23:51:00,JPY,H,Monetary Policy Statement,,,,,63448,
2016-12-20 03:30:00,JPY,H,BOJ Press Conference,,,,,63456,
2016-12-20 04:00:00,CHF,L,Trade Balance,3.64B,3.57B,2.66B,2.68B,61568,
2016-12-20 04:00:00,EUR,L,German PPI m/m,0.30%,0.10%,0.70%,,62746,
2016-12-20 06:00:00,EUR,L,Current Account,28.4B,24.2B,27.7B,25.3B,61123,
2016-12-20 08:00:00,GBP,L,CBI Realized Sales,35,20,26,,60311,
2016-12-20 10:30:00,CAD,M,Wholesale Sales m/m,1.10%,0.30%,-1.50%,-1.20%,63270,
2016-12-20 11:00:00,CNY,L,CB Leading Index m/m,1.00%,,0.80%,,63174,
2016-12-20 11:05:00,NZD,H,GDT Price Index,-0.50%,,3.50%,,61344,
2016-12-20 18:45:00,NZD,L,Visitor Arrivals m/m,0.50%,,2.30%,2.20%,61518,
2016-12-20 18:45:00,NZD,M,Trade Balance,-705M,-500M,-815M,-846M,61506,
2016-12-20 20:30:00,AUD,L,MI Leading Index m/m,0.00%,,0.10%,,60709,
2016-12-20 23:00:00,NZD,L,Credit Card Spending y/y,4.10%,,10.10%,10.20%,61361,
2016-12-21 01:30:00,JPY,L,All Industries Activity m/m,0.20%,0.10%,0.00%,0.20%,63607,
2016-12-21 06:30:00,GBP,M,Public Sector Net Borrowing,12.2B,11.5B,4.3B,,59957,
2016-12-21 10:56:00,EUR,L,Belgian NBB Business Climate,-0.2,-1.1,-1.8,,60858,
2016-12-21 11:00:00,CHF,L,SNB Quarterly Bulletin,,,,,62453,
2016-12-21 11:58:00,EUR,L,Consumer Confidence,-5,-6,-6,,60822,
2016-12-21 12:00:00,USD,M,Existing Home Sales,5.61M,5.52M,5.57M,5.60M,62345,
2016-12-21 12:30:00,USD,H,Crude Oil Inventories,2.3M,-2.4M,-2.6M,,62632,
2016-12-21 18:45:00,NZD,H,GDP q/q,1.10%,0.80%,0.70%,0.90%,61474,
2016-12-21 18:45:00,NZD,M,Current Account,-4.89B,-4.89B,-0.93B,-0.95B,61450,
2016-12-21 20:06:00,GBP,L,GfK Consumer Confidence,-7,-8,-8,,62982,
2016-12-22 01:01:00,JPY,N,Bank Holiday [All Day],,,,,63126,
2016-12-22 04:00:00,EUR,L,German Import Prices m/m,0.70%,0.20%,0.90%,,61389,
2016-12-22 06:00:00,EUR,L,ECB Economic Bulletin,,,,,63019,
2016-12-22 07:00:00,EUR,L,Italian Retail Sales m/m,1.20%,0.40%,-0.50%,-0.60%,61147,
2016-12-22 10:30:00,CAD,H,Core CPI m/m,-0.50%,-0.10%,0.20%,,69744,
2016-12-22 10:30:00,CAD,H,Core Retail Sales m/m,1.40%,0.70%,0.30%,0.00%,63220,
2016-12-22 10:30:00,CAD,H,CPI m/m,-0.40%,-0.10%,0.20%,,63314,
2016-12-22 10:30:00,CAD,M,Common CPI y/y,1.30%,,,,70485,
2016-12-22 10:30:00,CAD,M,Median CPI y/y,1.90%,,,,70381,
2016-12-22 10:30:00,CAD,M,Retail Sales m/m,1.10%,0.20%,0.80%,0.60%,63226,
2016-12-22 10:30:00,CAD,M,Trimmed CPI y/y,1.60%,,,,70378,
2016-12-22 10:30:00,USD,H,Core Durable Goods Orders m/m,0.50%,0.20%,0.80%,1.00%,62026,
2016-12-22 10:30:00,USD,H,Final GDP q/q,3.50%,3.30%,3.20%,,61653,
2016-12-22 10:30:00,USD,H,Unemployment Claims,275K,255K,254K,,62637,
2016-12-22 10:30:00,USD,L,Final GDP Price Index q/q,1.40%,1.40%,1.40%,,61654,
2016-12-22 10:30:00,USD,M,Durable Goods Orders m/m,-4.60%,-4.90%,4.60%,4.80%,62023,
2016-12-22 11:00:00,USD,L,HPI m/m,0.40%,0.40%,0.60%,,62358,
2016-12-22 12:00:00,USD,L,CB Leading Index m/m,0.00%,0.20%,0.10%,,63410,
2016-12-22 12:00:00,USD,L,Personal Income m/m,0.00%,0.30%,0.50%,0.60%,61628,
2016-12-22 12:00:00,USD,M,Core PCE Price Index m/m,0.00%,0.10%,0.10%,,61630,
2016-12-22 12:00:00,USD,M,Personal Spending m/m,0.20%,0.40%,0.40%,0.30%,61629,
2016-12-22 12:30:00,USD,L,Natural Gas Storage,-209B,-201B,-147B,,61986,
2016-12-23 04:00:00,EUR,L,German GfK Consumer Climate,9.9,9.8,9.8,,60810,
2016-12-23 04:45:00,EUR,L,French Consumer Spending m/m,0.40%,0.10%,0.80%,0.90%,61201,
2016-12-23 05:00:00,CHF,M,KOF Economic Barometer,102.2,103.1,102.2,,62214,
2016-12-23 06:30:00,GBP,H,Current Account,-25.5B,-28.3B,-22.1B,-28.7B,59987,
2016-12-23 06:30:00,GBP,L,Index of Services 3m/3m,1.00%,0.90%,1.00%,0.80%,59909,
2016-12-23 06:30:00,GBP,L,Revised Business Investment q/q,0.40%,0.90%,0.90%,,59995,
2016-12-23 06:30:00,GBP,M,Final GDP q/q,0.60%,0.50%,0.50%,,59986,
2016-12-23 10:30:00,CAD,H,GDP m/m,-0.30%,0.10%,0.40%,0.30%,63246,
2016-12-23 12:00:00,USD,L,Revised UoM Inflation Expectations,2.20%,,2.30%,,61713,
2016-12-23 12:00:00,USD,M,New Home Sales,592K,575K,563K,,62186,
2016-12-23 12:00:00,USD,M,Revised UoM Consumer Sentiment,98.2,98.2,98,,61711,
2016-12-25 01:01:00,AUD,N,Bank Holiday [All Day],,,,,60622,
2016-12-25 01:01:00,NZD,N,Bank Holiday [All Day],,,,,61296,
2016-12-25 20:50:00,JPY,L,Monetary Policy Meeting Minutes,,,,,63487,
2016-12-25 20:50:00,JPY,L,SPPI y/y,0.30%,0.50%,0.50%,,63511,
2016-12-26 01:01:00,AUD,N,Bank Holiday [All Day],,,,,60623,
2016-12-26 01:01:00,CAD,N,Bank Holiday [All Day],,,,,62480,
2016-12-26 01:01:00,CHF,N,Bank Holiday [All Day],,,,,61532,
2016-12-26 01:01:00,EUR,N,German Bank Holiday [All Day],,,,,62509,
2016-12-26 01:01:00,EUR,N,Italian Bank Holiday [All Day],,,,,62501,
2016-12-26 01:01:00,GBP,N,Bank Holiday [All Day],,,,,62470,
2016-12-26 01:01:00,NZD,N,Bank Holiday [All Day],,,,,61295,
2016-12-26 01:01:00,USD,N,Bank Holiday [All Day],,,,,62463,
2016-12-26 20:30:00,JPY,L,National Core CPI y/y,-0.40%,-0.30%,-0.40%,,63782,
2016-12-26 20:30:00,JPY,L,Unemployment Rate,3.10%,3.00%,3.00%,,63758,
2016-12-26 20:30:00,JPY,M,Household Spending y/y,-1.50%,0.20%,-0.40%,,63746,
2016-12-26 20:30:00,JPY,M,Tokyo Core CPI y/y,-0.60%,-0.40%,-0.40%,,63781,
2016-12-27 01:01:00,CAD,N,Bank Holiday [All Day],,,,,62481,
2016-12-27 01:01:00,GBP,N,Bank Holiday [All Day],,,,,62471,
2016-12-27 02:00:00,JPY,L,BOJ Core CPI y/y,0.20%,0.20%,0.30%,,63070,
2016-12-27 02:00:00,JPY,L,Housing Starts y/y,6.70%,9.60%,13.70%,,63734,
2016-12-27 11:00:00,USD,L,S+P/CS Composite-20 HPI y/y,5.10%,5.00%,5.00%,5.10%,62322,
2016-12-27 11:59:00,USD,L,Richmond Manufacturing Index,8,5,4,,62406,
2016-12-27 12:00:00,USD,H,CB Consumer Confidence,113.7,108.9,109.4,107.1,62305,
2016-12-27 20:50:00,JPY,L,Prelim Industrial Production m/m,1.50%,1.80%,0.00%,0.10%,63619,
2016-12-27 20:50:00,JPY,L,Retail Sales y/y,1.70%,0.90%,-0.20%,-0.10%,63631,
2016-12-28 04:00:00,CHF,L,UBS Consumption Indicator,1.43,,1.39,1.49,62533,
2016-12-28 06:30:00,GBP,L,High Street Lending,40.7K,41.6K,40.8K,40.9K,62981,
2016-12-28 12:00:00,USD,M,Pending Home Sales m/m,-2.50%,0.60%,0.10%,,62346,
2016-12-28 20:50:00,JPY,L,BOJ Summary of Opinions,,,,,63826,
2016-12-29 04:00:00,GBP,L,Nationwide HPI m/m,0.80%,0.20%,0.00%,0.10%,60359,
2016-12-29 06:00:00,EUR,L,Private Loans y/y,1.90%,1.90%,1.80%,,63048,
2016-12-29 06:00:00,EUR,M,M3 Money Supply y/y,4.80%,4.40%,4.40%,,63049,
2016-12-29 07:17:00,EUR,L,Italian 10-y Bond Auction,1.77|1.4,,1.97|1.6,,60436,
2016-12-29 10:30:00,USD,H,Unemployment Claims,265K,277K,275K,,62636,
2016-12-29 10:30:00,USD,L,Goods Trade Balance,-65.3B,-61.5B,-61.9B,-62.0B,64165,
2016-12-29 10:30:00,USD,L,Prelim Wholesale Inventories m/m,0.90%,0.10%,-0.10%,-0.40%,65293,
2016-12-29 12:30:00,USD,L,Natural Gas Storage,-237B,-219B,-209B,,61985,
2016-12-29 13:00:00,USD,H,Crude Oil Inventories,0.6M,-1.3M,2.3M,,62633,
2016-12-29 21:30:00,AUD,L,Private Sector Credit m/m,0.50%,0.50%,0.50%,,60958,
2016-12-30 05:00:00,EUR,M,Spanish Flash CPI y/y,1.50%,0.90%,0.70%,,61261,
2016-12-30 06:30:00,GBP,L,Housing Equity Withdrawal q/q,-10.9B,-11.1B,-13.1B,-12.6B,59651,
2016-12-30 11:45:00,USD,M,Chicago PMI,54.6,56.5,57.6,,61666,
2016-12-31 22:00:00,CNY,H,Manufacturing PMI,51.4,51.6,51.7,,62806,
2016-12-31 22:00:00,CNY,M,Non-Manufacturing PMI,54.5,,54.7,,62807,
2017-01-01 01:01:00,AUD,N,Bank Holiday [All Day],,,,,67895,
2017-01-01 01:01:00,CNY,N,Bank Holiday [All Day],,,,,69707,
2017-01-01 01:01:00,JPY,N,Bank Holiday [All Day],,,,,67916,
2017-01-01 01:01:00,NZD,N,Bank Holiday [All Day],,,,,69626,
2017-01-02 01:01:00,CAD,N,Bank Holiday [All Day],,,,,67814,
2017-01-02 01:01:00,CHF,N,Bank Holiday [All Day],,,,,67943,
2017-01-02 01:01:00,GBP,N,Bank Holiday [All Day],,,,,67785,
2017-01-02 01:01:00,JPY,N,Bank Holiday [All Day],,,,,67919,
2017-01-02 01:01:00,NZD,N,Bank Holiday [All Day],,,,,69627,
2017-01-02 01:01:00,USD,N,Bank Holiday [All Day],,,,,67801,
2017-01-02 05:15:00,EUR,M,Spanish Manufacturing PMI,55.3,54.6,54.5,,64717,
2017-01-02 05:45:00,EUR,L,Italian Manufacturing PMI,53.2,52.3,52.2,,64718,
2017-01-02 05:50:00,EUR,L,French Final Manufacturing PMI,53.5,53.5,53.5,,64719,
2017-01-02 05:55:00,EUR,L,German Final Manufacturing PMI,55.6,55.5,55.5,,64720,
2017-01-02 06:00:00,EUR,L,Final Manufacturing PMI,54.9,54.9,54.9,,64721,
2017-01-02 19:30:00,AUD,L,AIG Manufacturing Index,55.4,,54.2,,68251,
2017-01-02 22:45:00,CNY,H,Caixin Manufacturing PMI,51.9,50.9,50.9,,69746,
2017-01-03 01:01:00,EUR,M,German Prelim CPI m/m [All Day],0.70%,0.60%,0.10%,,66136,
2017-01-03 02:33:00,AUD,L,Commodity Prices y/y,45.50%,,28.70%,32.10%,68457,
2017-01-03 04:45:00,EUR,L,French Prelim CPI m/m,0.30%,0.50%,0.00%,,61189,
2017-01-03 05:30:00,CHF,L,Manufacturing PMI,56,56.1,56.6,,65865,
2017-01-03 05:55:00,EUR,M,German Unemployment Change,-17K,-5K,-6K,-5K,60883,
2017-01-03 06:30:00,GBP,H,Final Manufacturing PMI,56.1,53.3,53.6,53.4,64722,
2017-01-03 11:09:00,NZD,H,GDT Price Index,-3.90%,,-0.50%,,65628,
2017-01-03 11:30:00,CAD,L,Manufacturing PMI,51.8,,51.5,,65210,
2017-01-03 11:45:00,USD,L,Final Manufacturing PMI,54.3,54.2,54.2,,64723,
2017-01-03 12:00:00,USD,H,ISM Manufacturing PMI,54.7,53.7,53.2,,64910,
2017-01-03 12:00:00,USD,L,Construction Spending m/m,0.90%,0.50%,0.60%,0.50%,66704,
2017-01-03 12:00:00,USD,L,ISM Manufacturing Prices,65.5,55.6,54.5,,64912,
2017-01-03 21:01:00,GBP,L,BRC Shop Price Index y/y,-1.40%,,-1.70%,,65341,
2017-01-03 21:30:00,JPY,L,Final Manufacturing PMI,52.4,51.9,51.9,,69747,
2017-01-04 01:01:00,USD,L,Total Vehicle Sales [All Day],18.4M,17.8M,17.9M,,66947,
2017-01-04 01:01:00,USD,L,Wards Total Vehicle Sales [All Day],18.3M,17.7M,17.6M,17.8M,10326,
2017-01-04 05:00:00,EUR,M,Spanish Unemployment Change,-86.8K,-44.2K,24.8K,,65106,
2017-01-04 05:15:00,EUR,L,Spanish Services PMI,55,54.8,55.1,,64802,
2017-01-04 05:45:00,EUR,L,Italian Services PMI,52.3,52.7,53.3,,64803,
2017-01-04 05:50:00,EUR,L,French Final Services PMI,52.9,52.6,52.6,,64804,
2017-01-04 05:55:00,EUR,L,German Final Services PMI,54.3,53.8,53.8,,64805,
2017-01-04 06:00:00,EUR,L,Final Services PMI,53.7,53.1,53.1,,64806,
2017-01-04 06:30:00,GBP,H,Construction PMI,54.2,52.6,52.8,,64898,
2017-01-04 06:30:00,GBP,L,M4 Money Supply m/m,0.40%,1.40%,1.10%,,65870,
2017-01-04 06:30:00,GBP,L,Mortgage Approvals,68K,69K,67K,68K,65869,
2017-01-04 06:30:00,GBP,M,Net Lending to Individuals m/m,5.1B,4.9B,4.9B,,65868,
2017-01-04 07:00:00,EUR,L,Italian Prelim CPI m/m,0.40%,0.30%,-0.10%,,65167,
2017-01-04 07:00:00,EUR,M,Core CPI Flash Estimate y/y,0.90%,0.80%,0.80%,,65965,
2017-01-04 07:00:00,EUR,M,CPI Flash Estimate y/y,1.10%,1.00%,0.60%,,65964,
2017-01-04 16:00:00,USD,H,FOMC Meeting Minutes,,,,,64437,
2017-01-04 19:30:00,AUD,L,AIG Services Index,57.7,,51.1,,68276,
2017-01-04 20:50:00,JPY,L,Monetary Base y/y,23.10%,22.30%,21.50%,,69021,
2017-01-04 22:45:00,CNY,M,Caixin Services PMI,53.4,53.3,53.1,,69748,
2017-01-05 00:45:00,JPY,L,10-y Bond Auction,0.06|3.6,,0.03|3.8,,70141,
2017-01-05 05:15:00,CHF,L,CPI m/m,-0.10%,-0.10%,-0.20%,,65798,
2017-01-05 06:10:00,EUR,L,Retail PMI,50.4,,48.6,,66324,
2017-01-05 06:30:00,GBP,H,Final Services PMI,56.2,54.8,55.2,,64807,
2017-01-05 06:50:00,EUR,L,Spanish 10-y Bond Auction,1.45|1.4,,1.54|2.0,,70142,
2017-01-05 07:00:00,EUR,L,Italian Prelim CPI m/m,,,,,65179,
2017-01-05 07:00:00,EUR,L,PPI m/m,0.30%,0.20%,0.80%,,65966,
2017-01-05 07:03:00,EUR,L,French 10-y Bond Auction,0.78|2.0,,0.46|2.0,,64552,
2017-01-05 09:30:00,USD,L,Challenger Job Cuts y/y,42.40%,,-13.00%,,67490,
2017-01-05 10:00:00,GBP,M,MPC Member Haldane Speaks,,,,,70145,
2017-01-05 10:15:00,USD,H,ADP Non-Farm Employment Change,153K,171K,215K,216K,67484,
2017-01-05 10:30:00,CAD,L,IPPI m/m,0.30%,0.20%,0.70%,,69749,
2017-01-05 10:30:00,CAD,M,RMPI m/m,-2.00%,-1.50%,3.30%,,69751,
2017-01-05 10:30:00,USD,H,Unemployment Claims,235K,262K,263K,265K,64213,
2017-01-05 11:45:00,USD,L,Final Services PMI,53.9,53.4,53.4,,64808,
2017-01-05 12:00:00,USD,H,ISM Non-Manufacturing PMI,57.2,56.6,57.2,,64886,
2017-01-05 12:30:00,USD,L,Natural Gas Storage,-49B,-97B,-237B,,64217,
2017-01-05 13:00:00,USD,H,Crude Oil Inventories,-7.1M,-1.8M,0.6M,,64209,
2017-01-05 21:00:00,JPY,L,Average Cash Earnings y/y,0.20%,0.20%,0.10%,,69484,
2017-01-05 21:30:00,AUD,M,Trade Balance,1.24B,-0.55B,-1.12B,-1.54B,68197,
2017-01-06 01:01:00,EUR,N,Italian Bank Holiday [All Day],,,,,69681,
2017-01-06 04:00:00,EUR,M,German Factory Orders m/m,-2.50%,-2.50%,5.00%,4.90%,66139,
2017-01-06 04:00:00,EUR,M,German Retail Sales m/m,-1.80%,-0.80%,2.50%,2.40%,66138,
2017-01-06 04:45:00,EUR,L,French Trade Balance,-4.4B,-4.8B,-5.2B,,65031,
2017-01-06 05:00:00,CHF,L,Foreign Currency Reserves,645B,,648B,,67647,
2017-01-06 07:00:00,EUR,L,Retail Sales m/m,-0.40%,-0.30%,1.40%,1.10%,65967,
2017-01-06 10:30:00,CAD,H,Employment Change,53.7K,-5.1K,10.7K,,69759,
2017-01-06 10:30:00,CAD,H,Trade Balance,0.5B,-1.6B,-1.0B,-1.1B,69753,
2017-01-06 10:30:00,CAD,H,Unemployment Rate,6.90%,6.90%,6.80%,,69756,
2017-01-06 10:30:00,USD,H,Average Hourly Earnings m/m,0.40%,0.30%,-0.10%,,64373,
2017-01-06 10:30:00,USD,H,Non-Farm Employment Change,156K,175K,204K,178K,64365,
2017-01-06 10:30:00,USD,H,Unemployment Rate,4.70%,4.70%,4.60%,,64369,
2017-01-06 10:30:00,USD,M,Trade Balance,-45.2B,-42.2B,-42.4B,-42.6B,66500,
2017-01-06 12:00:00,CAD,M,Ivey PMI,60.8,56,56.8,,65222,
2017-01-06 12:00:00,USD,M,Factory Orders m/m,-2.40%,-2.10%,2.80%,2.70%,66876,
2017-01-06 14:15:00,USD,M,FOMC Member Evans Speaks,,,,,70146,
2017-01-08 01:01:00,JPY,N,Bank Holiday [All Day],,,,,67920,
2017-01-08 19:30:00,AUD,L,AIG Construction Index,47,,46.6,,68227,
2017-01-08 21:30:00,AUD,L,ANZ Job Advertisements m/m,-1.90%,,1.60%,1.70%,65581,
2017-01-08 21:30:00,AUD,M,Building Approvals m/m,7.00%,4.60%,-11.80%,-12.60%,68023,
2017-01-09 04:00:00,EUR,L,German Industrial Production m/m,0.40%,0.70%,0.50%,0.30%,66141,
2017-01-09 04:00:00,EUR,L,German Trade Balance,21.7B,20.8B,20.6B,20.5B,66140,
2017-01-09 05:15:00,CHF,L,Retail Sales y/y,0.90%,0.40%,-0.70%,-0.50%,65828,
2017-01-09 05:30:00,GBP,M,Halifax HPI m/m,1.70%,0.30%,0.60%,0.20%,65921,
2017-01-09 06:00:00,EUR,L,Italian Monthly Unemployment Rate,11.90%,11.60%,11.80%,11.60%,60899,
2017-01-09 06:30:00,EUR,L,Sentix Investor Confidence,18.2,12.6,10,,66336,
2017-01-09 07:00:00,EUR,L,Unemployment Rate,9.80%,9.80%,9.80%,,65968,
2017-01-09 12:00:00,USD,L,Labor Market Conditions Index m/m,-0.3,,2.1,1.5,67502,
2017-01-09 12:30:00,CAD,M,BOC Business Outlook Survey,,,,,67892,
2017-01-09 17:00:00,USD,L,Consumer Credit m/m,24.5B,18.3B,16.2B,16.0B,66682,
2017-01-09 21:01:00,GBP,L,BRC Retail Sales Monitor y/y,1.00%,,0.60%,,65329,
2017-01-09 21:30:00,AUD,H,Retail Sales m/m,0.20%,0.40%,0.50%,,68170,
2017-01-09 22:30:00,CNY,H,CPI y/y,2.10%,2.20%,2.30%,,68671,
2017-01-09 22:30:00,CNY,M,PPI y/y,5.50%,4.60%,3.30%,,68672,
2017-01-10 02:00:00,JPY,L,Consumer Confidence,43.1,41.3,40.9,,69116,
2017-01-10 03:45:00,CHF,L,Unemployment Rate,3.30%,3.30%,3.30%,,67626,
2017-01-10 04:45:00,EUR,L,French Industrial Production m/m,2.20%,0.50%,-0.10%,-0.20%,65042,
2017-01-10 08:00:00,USD,L,NFIB Small Business Index,105.8,99.6,98.4,,67438,
2017-01-10 10:13:00,CAD,L,Housing Starts,207K,187K,187K,184K,65225,
2017-01-10 10:30:00,CAD,M,Building Permits m/m,-0.10%,2.40%,10.50%,8.70%,69763,
2017-01-10 12:00:00,USD,L,Final Wholesale Inventories m/m,1.00%,0.90%,0.90%,,66801,
2017-01-10 12:00:00,USD,M,JOLTS Job Openings,5.52M,5.59M,5.45M,5.53M,67554,
2017-01-11 00:45:00,JPY,L,30-y Bond Auction,0.75|3.3,,0.62|2.9,,69397,
2017-01-11 02:00:00,JPY,L,Leading Indicators,102.70%,102.60%,100.80%,101.00%,69206,
2017-01-11 06:30:00,GBP,H,Manufacturing Production m/m,1.30%,0.60%,-1.00%,-0.90%,65356,
2017-01-11 06:30:00,GBP,L,Construction Output m/m,-0.20%,0.30%,-0.60%,,65353,
2017-01-11 06:30:00,GBP,L,Industrial Production m/m,2.10%,0.80%,-1.10%,-1.30%,65355,
2017-01-11 06:30:00,GBP,M,Goods Trade Balance,-12.2B,-11.2B,-9.9B,-9.7B,65354,
2017-01-11 07:33:00,EUR,L,German 10-y Bond Auction,0.36|1.8,,0.21|2.0,,64573,
2017-01-11 11:15:00,GBP,H,BOE Gov Carney Speaks,,,,,70255,
2017-01-11 11:38:00,GBP,L,NIESR GDP Estimate,0.50%,,0.50%,0.40%,65569,
2017-01-11 12:00:00,USD,L,IBD/TIPP Economic Optimism,55.6,53.9,54.8,,65006,
2017-01-11 12:30:00,USD,H,Crude Oil Inventories,4.1M,0.9M,-7.1M,,64210,
2017-01-11 13:00:00,USD,H,President Trump Speaks,,,,,70254,
2017-01-11 15:01:00,USD,L,10-y Bond Auction,2.34|2.6,,2.49|2.4,,64584,
2017-01-11 15:20:00,USD,M,FOMC Member Dudley Speaks,,,,,70257,
2017-01-11 20:50:00,JPY,L,Bank Lending y/y,2.60%,2.40%,2.40%,,68864,
2017-01-11 20:50:00,JPY,L,Current Account,1.80T,1.48T,1.93T,,69436,
2017-01-11 21:00:00,NZD,L,ANZ Commodity Prices m/m,0.70%,,3.20%,2.70%,65604,
2017-01-12 02:00:00,JPY,L,Economy Watchers Sentiment,51.4,49.3,48.6,,69164,
2017-01-12 04:45:00,EUR,L,French Final CPI m/m,0.30%,0.30%,0.30%,,65078,
2017-01-12 06:00:00,CNY,L,M2 Money Supply y/y,11.30%,11.40%,11.40%,,68822,
2017-01-12 06:00:00,CNY,L,New Loans,1040B,676B,795B,,68825,
2017-01-12 06:00:00,EUR,L,Italian Industrial Production m/m,0.70%,0.20%,0.10%,0.00%,65147,
2017-01-12 07:00:00,EUR,L,Industrial Production m/m,1.50%,0.50%,0.10%,-0.10%,65969,
2017-01-12 07:34:00,GBP,L,10-y Bond Auction,1.16|2.5,,1.39|2.0,,64612,
2017-01-12 09:30:00,EUR,M,ECB Monetary Policy Meeting Accounts,,,,,64492,
2017-01-12 10:30:00,CAD,M,NHPI m/m,0.20%,0.30%,0.40%,,69766,
2017-01-12 10:30:00,USD,H,Unemployment Claims,247K,266K,237K,235K,64214,
2017-01-12 10:30:00,USD,M,FOMC Member Evans Speaks,,,,,70245,
2017-01-12 10:30:00,USD,M,FOMC Member Harker Speaks,,,,,70243,
2017-01-12 10:30:00,USD,M,Import Prices m/m,0.40%,0.80%,-0.20%,-0.30%,67009,
2017-01-12 12:30:00,USD,L,Natural Gas Storage,-151B,-150B,-49B,,64218,
2017-01-12 15:01:00,USD,L,30-y Bond Auction,2.91|2.3,,3.15|2.4,,64587,
2017-01-12 16:00:00,USD,L,Federal Budget Balance,-27.5B,-21.0B,-136.7B,,64454,
2017-01-12 20:50:00,JPY,L,M2 Money Stock y/y,4.00%,4.10%,3.90%,4.00%,68974,
2017-01-12 21:00:00,USD,H,Fed Chair Yellen Speaks,,,,,70247,
2017-01-12 23:47:00,CNY,L,USD-Denominated Trade Balance,40.8B,47.6B,44.6B,,68623,
2017-01-12 23:50:00,CNY,H,Trade Balance,275B,345B,298B,,68620,
2017-01-13 04:00:00,EUR,L,German WPI m/m,1.20%,0.30%,0.10%,,66143,
2017-01-13 06:30:00,GBP,M,BOE Credit Conditions Survey,,,,,66404,
2017-01-13 06:30:00,GBP,M,MPC Member Saunders Speaks,,,,,70252,
2017-01-13 08:12:00,CNY,L,Foreign Direct Investment ytd/y,4.10%,,3.90%,,68799,
2017-01-13 10:30:00,USD,H,Core Retail Sales m/m,0.20%,0.50%,0.30%,0.20%,66828,
2017-01-13 10:30:00,USD,H,PPI m/m,0.30%,0.10%,0.40%,,67086,
2017-01-13 10:30:00,USD,H,Retail Sales m/m,0.60%,0.50%,0.20%,0.10%,66826,
2017-01-13 10:30:00,USD,M,Core PPI m/m,0.20%,0.30%,0.40%,,67088,
2017-01-13 11:30:00,USD,M,FOMC Member Harker Speaks,,,,,70249,
2017-01-13 12:00:00,USD,H,Prelim UoM Consumer Sentiment,98.1,98.6,98.2,98,64958,
2017-01-13 12:00:00,USD,L,Business Inventories m/m,0.70%,0.30%,-0.10%,-0.20%,66656,
2017-01-13 12:00:00,USD,L,Prelim UoM Inflation Expectations,2.60%,,2.20%,2.30%,64959,
2017-01-15 18:45:00,NZD,L,FPI m/m,-0.80%,,-0.10%,,65744,
2017-01-15 20:50:00,JPY,L,Core Machinery Orders m/m,-5.10%,-1.30%,4.10%,,69147,
2017-01-15 20:50:00,JPY,L,PPI y/y,-1.20%,-1.40%,-2.20%,,69055,
2017-01-15 21:00:00,AUD,L,MI Inflation Gauge m/m,0.50%,,0.10%,,68347,
2017-01-15 21:01:00,GBP,L,Rightmove HPI m/m,0.40%,,-2.10%,,66363,
2017-01-16 01:01:00,USD,N,Bank Holiday [All Day],,,,,67803,
2017-01-16 01:30:00,JPY,L,Tertiary Industry Activity m/m,0.20%,0.20%,0.00%,0.20%,69348,
2017-01-16 02:59:00,JPY,L,Prelim Machine Tool Orders y/y,4.40%,,-5.60%,,69243,
2017-01-16 07:00:00,EUR,L,Trade Balance,22.7B,23.2B,19.9B,19.7B,65970,
2017-01-16 15:30:00,GBP,H,BOE Gov Carney Speaks,,,,,70358,
2017-01-16 18:00:00,NZD,M,NZIER Business Confidence,28,,26,,65652,
2017-01-16 21:30:00,AUD,L,Home Loans m/m,0.90%,0.10%,-0.60%,-0.80%,68084,
